# session_start_unix_us=1780923831098681
# session_end_unix_us=1780924548683525
block,trial,trail_timestamp,rt,correct,time_limit,timed_out,onset_unix,response_unix
practice,1,2026-06-08 15:06:39.217119,10.19834660000015,True,,,1780923999228750,1780924009415205
practice,2,2026-06-08 15:06:50.447116,5.217865000000529,True,,,1780924010461650,1780924015664282
practice,3,2026-06-08 15:06:56.696238,2.269347200000084,True,,,1780924016711634,1780924018965664
practice,4,2026-06-08 15:06:59.997979,1.2341003000001365,True,,,1780924020012200,1780924021232378
practice,5,2026-06-08 15:07:02.262883,1.4701610999991317,True,,,1780924022279222,1780924023747943
baseline,1,2026-06-08 15:07:08.749473,1.5158336000004056,True,,,1780924028762185,1780924030264907
baseline,2,2026-06-08 15:07:11.080985,1.451300299999275,True,,,1780924031095942,1780924032532256
baseline,3,2026-06-08 15:07:13.345870,1.0367858999998134,True,,,1780924033361737,1780924034382554
baseline,4,2026-06-08 15:07:15.197633,1.0353987999997116,True,,,1780924035211847,1780924036232859
baseline,5,2026-06-08 15:07:17.047407,1.6352400000005218,True,,,1780924037062343,1780924038682487
baseline,6,2026-06-08 15:07:19.498129,1.4187666999996509,True,,,1780924039511881,1780924040916478
baseline,7,2026-06-08 15:07:21.730381,1.4027501000000484,True,,,1780924041745581,1780924043132696
baseline,8,2026-06-08 15:07:23.946135,2.0190087999999378,True,,,1780924043962257,1780924045964986
baseline,9,2026-06-08 15:07:26.780992,1.0838889999995445,True,,,1780924046795182,1780924047864674
baseline,10,2026-06-08 15:07:28.681147,1.017854400000033,True,,,1780924048695042,1780924049698540
baseline,11,2026-06-08 15:07:30.514386,1.0173918000000413,True,,,1780924050528425,1780924051531423
baseline,12,2026-06-08 15:07:32.346229,0.9857164000004559,True,,,1780924052362392,1780924053331427
baseline,13,2026-06-08 15:07:34.147752,1.2351183000000674,True,,,1780924054162331,1780924055382429
baseline,14,2026-06-08 15:07:36.197763,1.3171944999994594,True,,,1780924056212530,1780924057514607
baseline,15,2026-06-08 15:07:38.329576,1.0860490999994,True,,,1780924058345738,1780924059415812
baseline,16,2026-06-08 15:07:40.229282,1.203829300000507,True,,,1780924060245412,1780924061432927
baseline,17,2026-06-08 15:07:42.247466,1.0020395999999892,True,,,1780924062262285,1780924063249353
baseline,18,2026-06-08 15:07:44.063445,1.0691644000007727,True,,,1780924064079154,1780924065132353
baseline,19,2026-06-08 15:07:45.945964,1.2696808000000601,True,,,1780924065962465,1780924067215824
baseline,20,2026-06-08 15:07:48.029740,1.2851700000001074,True,,,1780924068045210,1780924069314561
baseline,21,2026-06-08 15:07:50.130864,0.8017298999993727,True,,,1780924070145847,1780924070932176
baseline,22,2026-06-08 15:07:51.747601,1.6510583999997834,True,,,1780924071762585,1780924073398307
baseline,23,2026-06-08 15:07:54.214361,0.9677824999998847,True,,,1780924074229362,1780924075181907
baseline,24,2026-06-08 15:07:55.997684,1.2013438999993014,True,,,1780924076012364,1780924077198597
baseline,25,2026-06-08 15:07:58.014478,1.8355516000001444,True,,,1780924078028580,1780924079849660
baseline,26,2026-06-08 15:08:00.662973,1.4526376000003438,True,,,1780924080679332,1780924082115203
baseline,27,2026-06-08 15:08:02.930990,1.1511325000001307,True,,,1780924082945818,1780924084081659
baseline,28,2026-06-08 15:08:04.897322,1.3021834000001036,True,,,1780924084912593,1780924086199145
baseline,29,2026-06-08 15:08:07.012888,0.7357994999993025,True,,,1780924087028579,1780924087748303
baseline,30,2026-06-08 15:08:08.564525,0.869213399999353,True,,,1780924088579163,1780924089433400
baseline,31,2026-06-08 15:08:10.248001,0.6840898999998899,True,,,1780924090262670,1780924090931685
baseline,32,2026-06-08 15:08:11.747598,0.9847108999992997,True,,,1780924091761838,1780924092732004
baseline,33,2026-06-08 15:08:13.547372,0.802864899999804,True,,,1780924093562249,1780924094350273
baseline,34,2026-06-08 15:08:15.164335,0.9023464000001695,True,,,1780924095179180,1780924096066817
baseline,35,2026-06-08 15:08:16.881453,1.070059399999991,True,,,1780924096895906,1780924097964867
baseline,36,2026-06-08 15:08:18.781235,0.8175409000004947,True,,,1780924098796012,1780924099598326
baseline,37,2026-06-08 15:08:20.414448,1.1510424999996758,True,,,1780924100429180,1780924101565561
baseline,38,2026-06-08 15:08:22.380240,0.8368918000005579,True,,,1780924102395910,1780924103231812
baseline,39,2026-06-08 15:08:24.046587,1.9858619999995426,False,,,1780924104062596,1780924106032083
baseline,40,2026-06-08 15:08:26.847007,1.3030903999997463,True,,,1780924106861858,1780924108149517
baseline,41,2026-06-08 15:08:28.964837,0.8680729999996402,True,,,1780924108979142,1780924109832565
baseline,42,2026-06-08 15:08:30.647986,1.201780499999586,True,,,1780924110662565,1780924111849446
baseline,43,2026-06-08 15:08:32.663068,1.202869899999314,True,,,1780924112678681,1780924113865793
baseline,44,2026-06-08 15:08:34.681136,1.2179434999998193,True,,,1780924114695905,1780924115898716
baseline,45,2026-06-08 15:08:36.714469,0.7693411999998716,True,,,1780924116729388,1780924117483427
baseline,46,2026-06-08 15:08:38.296330,0.9034972000008565,True,,,1780924118312696,1780924119199734
baseline,47,2026-06-08 15:08:40.014517,0.9012658999999985,True,,,1780924120029323,1780924120915414
baseline,48,2026-06-08 15:08:41.729561,0.6359357999999702,True,,,1780924121745938,1780924122365175
baseline,49,2026-06-08 15:08:43.181180,1.201833500000248,True,,,1780924123195918,1780924124382933
baseline,50,2026-06-08 15:08:45.197616,0.9180064000001948,True,,,1780924125212946,1780924126115148
baseline,51,2026-06-08 15:08:46.930842,1.0018436000000293,True,,,1780924126945988,1780924127932198
baseline,52,2026-06-08 15:08:48.748083,0.8355948999997054,True,,,1780924128762050,1780924129583353
baseline,53,2026-06-08 15:08:50.398109,0.7173628999998982,True,,,1780924130412501,1780924131115233
baseline,54,2026-06-08 15:08:51.931143,0.9351328000002468,True,,,1780924131945608,1780924132865602
baseline,55,2026-06-08 15:08:53.679592,0.6041020000002391,True,,,1780924133696063,1780924134283301
baseline,56,2026-06-08 15:08:55.098109,0.851497499999823,True,,,1780924135112641,1780924135949103
baseline,57,2026-06-08 15:08:56.762896,1.4370940999997401,True,,,1780924136779432,1780924138199577
baseline,58,2026-06-08 15:08:59.014539,2.0026723999999376,True,,,1780924139029307,1780924141016839
baseline,59,2026-06-08 15:09:01.831201,1.03570099999979,True,,,1780924141846025,1780924142866865
baseline,60,2026-06-08 15:09:03.679463,0.9869910000006712,True,,,1780924143696154,1780924144666019
baseline,61,2026-06-08 15:09:05.479805,1.9862124000001131,True,,,1780924145496024,1780924147465453
baseline,62,2026-06-08 15:09:08.281331,1.0017064999992726,True,,,1780924148295562,1780924149282521
baseline,63,2026-06-08 15:09:10.097494,0.6847238999998808,True,,,1780924150112103,1780924150781801
baseline,64,2026-06-08 15:09:11.598102,1.4688624000000345,True,,,1780924151612129,1780924153066816
baseline,65,2026-06-08 15:09:13.881182,0.8841045999997732,True,,,1780924153896095,1780924154764624
baseline,66,2026-06-08 15:09:15.579835,0.7525635999991209,True,,,1780924155595990,1780924156332534
baseline,67,2026-06-08 15:09:17.146578,0.8379956000007951,True,,,1780924157162330,1780924157998535
baseline,68,2026-06-08 15:09:18.814562,1.4837139000001116,True,,,1780924158829570,1780924160297870
baseline,69,2026-06-08 15:09:21.113436,0.9032714000004489,True,,,1780924161129437,1780924162016370
baseline,70,2026-06-08 15:09:22.829666,0.7705403999998452,True,,,1780924162845464,1780924163599788
baseline,71,2026-06-08 15:09:24.413223,0.7857229000001098,True,,,1780924164430504,1780924165198602
baseline,72,2026-06-08 15:09:26.014309,0.7510822999993252,True,,,1780924166029159,1780924166765162
baseline,73,2026-06-08 15:09:27.581393,0.8352159000005486,True,,,1780924167596270,1780924168416742
baseline,74,2026-06-08 15:09:29.231729,0.8842365000000427,True,,,1780924169246252,1780924170115783
baseline,75,2026-06-08 15:09:30.931175,0.8843606999998883,True,,,1780924170946258,1780924171815299
baseline,76,2026-06-08 15:09:32.631296,0.7192451999999321,True,,,1780924172646133,1780924173365652
baseline,77,2026-06-08 15:09:34.179441,0.7534986999999091,True,,,1780924174195524,1780924174933343
baseline,78,2026-06-08 15:09:35.748251,0.718821299999945,True,,,1780924175762612,1780924176467193
baseline,79,2026-06-08 15:09:37.281240,0.6844918999995571,True,,,1780924177296196,1780924177965288
baseline,80,2026-06-08 15:09:38.781087,0.7516221000005316,True,,,1780924178796072,1780924179532321
stress,1,2026-06-08 15:10:42.796447,0.9555768000000171,True,3.0,False,1780924242813064,1780924243765628
stress,2,2026-06-08 15:10:45.252487,0.8137441999997463,True,3.0,False,1780924245263109,1780924246065800
stress,3,2026-06-08 15:10:47.314915,0.8016273000002911,True,3.0,False,1780924247329719,1780924248116512
stress,4,2026-06-08 15:10:49.386339,0.7791925999999876,True,3.0,False,1780924249396574,1780924250164953
stress,5,2026-06-08 15:10:51.355466,0.6611224000007496,True,2.75,False,1780924251362937,1780924252016267
stress,6,2026-06-08 15:10:53.257227,0.7091475999995964,True,2.75,False,1780924253279739,1780924253965952
stress,7,2026-06-08 15:10:55.319682,0.7296684000002642,True,2.75,False,1780924255329782,1780924256049064
stress,8,2026-06-08 15:10:57.291781,0.8079870999999912,True,2.75,False,1780924257312989,1780924258099579
stress,9,2026-06-08 15:10:59.331383,0.6684429000006276,True,2.75,False,1780924259345908,1780924259999350
stress,10,2026-06-08 15:11:01.140201,0.5424124999999549,True,2.5,False,1780924261162992,1780924261682328
stress,11,2026-06-08 15:11:02.977380,0.6399418000000878,True,2.5,False,1780924262996428,1780924263616842
stress,12,2026-06-08 15:11:04.921459,0.7437983999998323,True,2.5,False,1780924264929749,1780924265664953
stress,13,2026-06-08 15:11:07.086414,0.6635955000001559,True,2.5,False,1780924267096412,1780924267749379
stress,14,2026-06-08 15:11:09.117956,0.6347931999998764,True,2.5,False,1780924269129750,1780924269765797
stress,15,2026-06-08 15:11:11.255832,1.560549699999683,True,2.25,False,1780924271279780,1780924272816623
stress,16,2026-06-08 15:11:14.063254,0.7187894999997297,True,2.25,False,1780924274079759,1780924274781574
stress,17,2026-06-08 15:11:16.202634,0.5649443000002066,True,2.25,False,1780924276213232,1780924276767157
stress,18,2026-06-08 15:11:17.942713,0.68998879999981,True,2.25,False,1780924277963119,1780924278632219
stress,19,2026-06-08 15:11:19.853045,0.6967506000000867,True,2.25,False,1780924279863133,1780924280549477
stress,20,2026-06-08 15:11:22.025848,0.7901642000006177,True,2.0,False,1780924282046614,1780924282815703
stress,21,2026-06-08 15:11:23.984528,0.5983485000006112,True,2.0,False,1780924283996565,1780924284582552
stress,22,2026-06-08 15:11:25.974389,0.6914248000002772,True,2.0,False,1780924285995890,1780924286666152
stress,23,2026-06-08 15:11:28.085020,0.6654066999999486,True,2.0,False,1780924288096620,1780924288750223
stress,24,2026-06-08 15:11:29.914301,0.9199211000004652,True,2.0,False,1780924289929809,1780924290848806
stress,25,2026-06-08 15:11:32.335231,0.7330567000008159,True,1.75,False,1780924292346555,1780924293081763
stress,26,2026-06-08 15:11:34.372611,1.0433839000006628,True,1.75,False,1780924294396625,1780924295416261
stress,27,2026-06-08 15:11:36.937745,0.980365499999607,True,1.75,False,1780924296946671,1780924297933075
stress,28,2026-06-08 15:11:39.415745,0.7671577999999499,True,1.75,False,1780924299429953,1780924300182470
stress,29,2026-06-08 15:11:41.613291,0.7190206000004764,True,1.75,False,1780924301629745,1780924302332144
stress,30,2026-06-08 15:11:43.627828,1.0384392000005391,True,1.5,False,1780924303645935,1780924304666037
stress,31,2026-06-08 15:11:45.848097,0.7176410000001852,True,1.5,False,1780924305862723,1780924306565408
