# session_start_unix_us=1780927297179958
# session_end_unix_us=1780927971932082
block,trial,trail_timestamp,rt,correct,time_limit,timed_out,onset_unix,response_unix
practice,1,2026-06-08 16:04:40.247060,1.5335854999993899,True,,,1780927480260744,1780927481780226
practice,2,2026-06-08 16:04:42.812884,0.7174030000005587,True,,,1780927482827318,1780927483530033
practice,3,2026-06-08 16:04:44.561377,0.9365858000001026,True,,,1780927484577302,1780927485497574
practice,4,2026-06-08 16:04:46.529634,0.7012395999990986,True,,,1780927486543013,1780927487230479
practice,5,2026-06-08 16:04:48.262318,4.80153319999954,True,,,1780927488276711,1780927493063449
baseline,1,2026-06-08 16:04:57.398326,1.532993599999827,True,,,1780927497410808,1780927498930830
baseline,2,2026-06-08 16:04:59.746246,0.7012152000006608,True,,,1780927499760834,1780927500447564
baseline,3,2026-06-08 16:05:01.262871,0.7174125999990792,True,,,1780927501277517,1780927501979864
baseline,4,2026-06-08 16:05:02.796054,0.76905269999952,True,,,1780927502810948,1780927503564753
baseline,5,2026-06-08 16:05:04.377558,0.7370231000004424,True,,,1780927504394340,1780927505114244
baseline,6,2026-06-08 16:05:05.927451,0.6533488000004581,True,,,1780927505944190,1780927506581067
baseline,7,2026-06-08 16:05:07.396435,0.7174876000008226,True,,,1780927507410937,1780927508113527
baseline,8,2026-06-08 16:05:08.927898,0.5523562999987917,True,,,1780927508944256,1780927509479922
baseline,9,2026-06-08 16:05:10.295302,0.9517596999994566,True,,,1780927510310813,1780927511246722
baseline,10,2026-06-08 16:05:12.060935,0.6038408999993408,True,,,1780927512077550,1780927512664485
baseline,11,2026-06-08 16:05:13.479555,0.6840938000004826,True,,,1780927513493569,1780927514163269
baseline,12,2026-06-08 16:05:14.980055,0.5676597000001493,True,,,1780927514994046,1780927515547804
baseline,13,2026-06-08 16:05:16.361088,0.5704497000006086,True,,,1780927516377507,1780927516931192
baseline,14,2026-06-08 16:05:17.746249,0.5507692000010138,True,,,1780927517760970,1780927518296749
baseline,15,2026-06-08 16:05:19.110878,0.6192169000005379,True,,,1780927519127043,1780927519729818
baseline,16,2026-06-08 16:05:20.546236,0.6839677999996638,True,,,1780927520560253,1780927521229782
baseline,17,2026-06-08 16:05:22.046133,0.6197020999989036,True,,,1780927522060596,1780927522665228
baseline,18,2026-06-08 16:05:23.479516,0.5517220000001544,True,,,1780927523494224,1780927524030851
baseline,19,2026-06-08 16:05:24.846248,0.6177287999998953,True,,,1780927524860878,1780927525463766
baseline,20,2026-06-08 16:05:26.278791,0.6374584999994113,False,,,1780927526294260,1780927526930564
baseline,21,2026-06-08 16:05:27.746315,2.284475600001315,True,,,1780927527760958,1780927530030641
baseline,22,2026-06-08 16:05:30.846260,0.584212400000979,True,,,1780927530860893,1780927531430099
baseline,23,2026-06-08 16:05:32.245014,0.6861465999991196,True,,,1780927532260948,1780927532930789
baseline,24,2026-06-08 16:05:33.744763,1.0030181000001903,True,,,1780927533760933,1780927534747336
baseline,25,2026-06-08 16:05:35.562742,0.7697494999993069,True,,,1780927535577558,1780927536331777
baseline,26,2026-06-08 16:05:37.144606,0.8037437000002683,True,,,1780927537160934,1780927537948205
baseline,27,2026-06-08 16:05:38.761670,0.5694208000004437,True,,,1780927538777590,1780927539331012
baseline,28,2026-06-08 16:05:40.145863,0.6354573000007804,True,,,1780927540160849,1780927540780576
baseline,29,2026-06-08 16:05:41.595658,0.5030574000011256,True,,,1780927541610866,1780927542098304
baseline,30,2026-06-08 16:05:42.911477,0.6189544000008027,True,,,1780927542927790,1780927543530300
baseline,31,2026-06-08 16:05:44.344642,0.58657569999923,True,,,1780927544361108,1780927544947310
baseline,32,2026-06-08 16:05:45.763197,0.6177642999991804,True,,,1780927545777684,1780927546380438
baseline,33,2026-06-08 16:05:47.196273,3.420516199999838,True,,,1780927547211013,1780927550630642
baseline,34,2026-06-08 16:05:51.445265,1.0861339000002772,True,,,1780927551461228,1780927552531075
baseline,35,2026-06-08 16:05:53.346122,0.736243999999715,True,,,1780927553360973,1780927554081982
baseline,36,2026-06-08 16:05:54.896103,0.651119899999685,True,,,1780927554910580,1780927555546785
baseline,37,2026-06-08 16:05:56.363028,0.7008076999991317,True,,,1780927556377657,1780927557063441
baseline,38,2026-06-08 16:05:57.879940,0.8174547000016901,True,,,1780927557894400,1780927558697364
baseline,39,2026-06-08 16:05:59.513249,0.5340070000002015,True,,,1780927559527160,1780927560046755
baseline,40,2026-06-08 16:06:00.863062,0.46950120000110473,False,,,1780927560877696,1780927561347808
baseline,41,2026-06-08 16:06:02.161442,0.6185635000001639,True,,,1780927562177165,1780927562779873
baseline,42,2026-06-08 16:06:03.595880,0.536103099999309,True,,,1780927563611249,1780927564131585
baseline,43,2026-06-08 16:06:04.946158,0.617734699999346,True,,,1780927564960970,1780927565563551
baseline,44,2026-06-08 16:06:06.377931,0.6199660000002041,True,,,1780927566393758,1780927566998272
baseline,45,2026-06-08 16:06:07.811857,0.5856137999999191,True,,,1780927567827742,1780927568397032
baseline,46,2026-06-08 16:06:09.211577,0.5518293999994057,True,,,1780927569227627,1780927569762782
baseline,47,2026-06-08 16:06:10.578746,0.6849400999999489,True,,,1780927570593394,1780927571263749
baseline,48,2026-06-08 16:06:12.077880,0.6862262999984523,True,,,1780927572094392,1780927572763754
baseline,49,2026-06-08 16:06:13.578766,0.7029418000001897,True,,,1780927573594358,1780927574281371
baseline,50,2026-06-08 16:06:15.096356,0.5685757999999623,True,,,1780927575111090,1780927575664965
baseline,51,2026-06-08 16:06:16.479605,0.6841989000004105,True,,,1780927576494487,1780927577163461
baseline,52,2026-06-08 16:06:17.979436,0.9025781999989704,True,,,1780927577994456,1780927578881795
baseline,53,2026-06-08 16:06:19.694728,0.75205300000016,True,,,1780927579711363,1780927580447068
baseline,54,2026-06-08 16:06:21.262546,0.5706879999997909,True,,,1780927581277992,1780927581847028
baseline,55,2026-06-08 16:06:22.661143,0.5857560000004014,True,,,1780927582677224,1780927583246904
baseline,56,2026-06-08 16:06:24.061212,0.6203645000005054,True,,,1780927584077741,1780927584681315
baseline,57,2026-06-08 16:06:25.495163,0.6699055999997654,True,,,1780927585510645,1780927586165182
baseline,58,2026-06-08 16:06:26.981298,0.6004522000002908,True,,,1780927586994329,1780927587581402
baseline,59,2026-06-08 16:06:28.396067,0.6180232000006072,True,,,1780927588410985,1780927589013772
baseline,60,2026-06-08 16:06:29.829665,1.1182434000002104,True,,,1780927589843859,1780927590947778
baseline,61,2026-06-08 16:06:31.762949,0.5686064999990776,True,,,1780927591777153,1780927592331436
baseline,62,2026-06-08 16:06:33.146553,0.5838147000013123,True,,,1780927593161206,1780927593730010
baseline,63,2026-06-08 16:06:34.545586,0.5540079999991576,True,,,1780927594561048,1780927595115146
baseline,64,2026-06-08 16:06:35.929810,0.5177621000002546,True,,,1780927595943885,1780927596447490
baseline,65,2026-06-08 16:06:37.263546,0.5338033000007272,True,,,1780927597277774,1780927597797090
baseline,66,2026-06-08 16:06:38.613505,0.7197458999999071,True,,,1780927598627060,1780927599348476
baseline,67,2026-06-08 16:06:40.161583,0.9691894000006869,True,,,1780927600177163,1780927601130368
baseline,68,2026-06-08 16:06:41.945025,0.8527111999992485,True,,,1780927601960571,1780927602797108
baseline,69,2026-06-08 16:06:43.611411,0.7368542000003799,True,,,1780927603627960,1780927604347992
baseline,70,2026-06-08 16:06:45.161930,0.7360678000004555,True,,,1780927605177812,1780927605897846
baseline,71,2026-06-08 16:06:46.711842,0.6359960999998293,True,,,1780927606727512,1780927607347396
baseline,72,2026-06-08 16:06:48.161186,0.619319400000677,True,,,1780927608177709,1780927608780209
baseline,73,2026-06-08 16:06:49.594913,0.5198393000009673,True,,,1780927609611043,1780927610114493
baseline,74,2026-06-08 16:06:50.928071,0.7026733000002423,True,,,1780927610944190,1780927611630465
baseline,75,2026-06-08 16:06:52.446409,0.5845718999989913,True,,,1780927612460531,1780927613030540
baseline,76,2026-06-08 16:06:53.845357,0.7363386999986687,True,,,1780927613861094,1780927614581720
baseline,77,2026-06-08 16:06:55.396597,0.5685226999994484,True,,,1780927615411301,1780927615964895
baseline,78,2026-06-08 16:06:56.780627,0.9190501000011864,True,,,1780927616794025,1780927617715514
baseline,79,2026-06-08 16:06:58.529376,0.5021314999994502,True,,,1780927618544559,1780927619031218
baseline,80,2026-06-08 16:06:59.846423,0.5352232000004733,True,,,1780927619860523,1780927620381261
stress,1,2026-06-08 16:08:02.540076,0.6414690000001428,True,3.0,False,1780927682560620,1780927683181298
stress,2,2026-06-08 16:08:04.678269,0.8032854000011866,True,3.0,False,1780927684694695,1780927685481205
stress,3,2026-06-08 16:08:06.873629,0.4423406000005343,True,3.0,False,1780927686896239,1780927687331251
stress,4,2026-06-08 16:08:08.471596,0.5926474999996572,True,3.0,False,1780927688494664,1780927689063829
stress,5,2026-06-08 16:08:10.283807,0.5674156000004587,True,2.75,False,1780927690294612,1780927690863944
stress,6,2026-06-08 16:08:12.274586,0.573426399998425,True,2.75,False,1780927692294806,1780927692847633
stress,7,2026-06-08 16:08:14.000877,0.5313903000005666,True,2.75,False,1780927694011440,1780927694531772
stress,8,2026-06-08 16:08:15.803605,0.5608536999989155,True,2.75,False,1780927695828053,1780927696364092
stress,9,2026-06-08 16:08:17.758764,0.5101852000007057,True,2.75,False,1780927697778066,1780927698279488
stress,10,2026-06-08 16:08:19.599198,0.5320456999997987,True,2.5,False,1780927699611466,1780927700130691
stress,11,2026-06-08 16:08:21.292292,0.6059576999996352,True,2.5,False,1780927701310578,1780927701897796
stress,12,2026-06-08 16:08:23.326118,0.5211862999985897,True,2.5,False,1780927703344184,1780927703846914
stress,13,2026-06-08 16:08:25.034675,0.5791463000005024,True,2.5,False,1780927705044186,1780927705613488
stress,14,2026-06-08 16:08:26.869723,0.44429680000030203,True,2.5,False,1780927706878080,1780927707314125
stress,15,2026-06-08 16:08:28.802811,0.5289780000002793,True,2.25,False,1780927708811506,1780927709331718
stress,16,2026-06-08 16:08:30.541200,0.5564193000009254,True,2.25,False,1780927710561462,1780927711097191
stress,17,2026-06-08 16:08:32.303595,0.6438076000013098,True,2.25,False,1780927712311246,1780927712947047
stress,18,2026-06-08 16:08:34.224831,0.589780399999654,True,2.25,False,1780927714244909,1780927714814035
stress,19,2026-06-08 16:08:35.979449,0.6848523000007845,True,2.25,False,1780927715994749,1780927716663883
stress,20,2026-06-08 16:08:37.822514,0.5584708000005776,True,2.0,False,1780927717844833,1780927718380637
stress,21,2026-06-08 16:08:39.753295,0.5613983000002918,True,2.0,False,1780927719761433,1780927720314944
stress,22,2026-06-08 16:08:41.569432,0.6954430999994656,False,2.0,False,1780927721578088,1780927722264388
stress,23,2026-06-08 16:08:43.431534,0.6496447000008629,False,2.0,False,1780927723444284,1780927724080649
stress,24,2026-06-08 16:08:45.419466,0.5288965999989159,True,2.0,False,1780927725428165,1780927725948338
stress,25,2026-06-08 16:08:47.333781,0.7974183000005723,True,2.0,False,1780927727345034,1780927728130788
stress,26,2026-06-08 16:08:49.340615,0.6413521000013134,True,2.0,False,1780927729361541,1780927729981695
stress,27,2026-06-08 16:08:51.320912,0.7771971999991365,True,2.0,False,1780927731345099,1780927732097763
stress,28,2026-06-08 16:08:53.300503,0.8139370000008057,True,1.75,False,1780927733311550,1780927734113936
stress,29,2026-06-08 16:08:55.475283,0.5729095000006055,True,1.75,False,1780927735494276,1780927736047845
